iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
MSR,0.003677179,11.18234508,7628.258983,100.664381,11.10854244,4.82E-05,na,na,na,na,0.003677179,11.18234508,11.10854203,4.82E-05
MTQ,47904.41238,926.0425469,47644.30608,1149.925062,80.53068542,100.5459366,na,na,na,na,47904.41238,926.0425469,80.53068652,100
MUS,49.64392017,97.46029078,1280068.317,2062.481937,4.725389004,0.003878224,7.6,na,5,https://www.cbd.int/doc/world/mu/mu-nr-05-en.pdf,49.64392017,97.46029078,4.725388816,0.003878224
MWI,0,27190.40931,0,118859.7323,22.87604713,0,na,na,5,https://www.cbd.int/doc/world/mw/mw-nr-05-en.pdf,0,27190.40931,22.8760479,0
MYS,25099.33998,44204.65264,451741.5382,331700.5726,13.32667351,5.556128502,na,1.4,5,https://www.cbd.int/doc/world/my/my-nr-05-en.pdf,25099.33998,44204.65264,13.3266736,5.556128416
MYT,68763.82073,79.53879803,63362.33751,396.377408,20.06643105,100,na,na,0,na,68763.82073,79.53879803,20.06643074,100
NAM,9646.27499,313534.3569,562727.6243,827465.4339,37.89093018,1.714199662,16.7,na,5,https://www.cbd.int/doc/world/na/na-nr-05-en.pdf,9646.27499,313534.3569,37.89093104,1.714199654
NCL,1320501.093,11419.19727,1371803.153,19141.03171,59.65821075,96.26024628,na,na,na,na,1320501.093,11419.19727,59.65821197,96.26024627
NER,0,216586.306,0,1190098.655,18.19902039,0,15.21,0,6,https://chm.cbd.int/database/record/AB3C2537-889F-115F-3B85-E42EA3C3B1EC,0,216586.306,18.19902115,0
NFK,3.23668389,3.701397087,432638.0836,42.778966,8.652376175,0.000748127,na,na,na,na,3.23668389,3.701397087,8.652376233,0.000748127
NGA,30.5559788,127332.2043,182868.1867,914306.1122,13.92664909,0.016709292,6,na,5,https://www.cbd.int/doc/world/ng/ng-nr-05-en.pdf,30.5559788,127332.2043,13.92664914,0.016709292
NIC,7596.686761,27585.4455,223935.2389,129222.3127,21.34727669,3.39235878,na,na,0,na,7596.686761,27585.4455,21.34727736,3.39235879
NIU,129207.347,54.72032144,318243.6931,267.755527,20.43667221,40.60012817,23,na,5,https://www.cbd.int/doc/world/nu/nu-nr-05-en.pdf,129207.347,54.72032144,20.43667298,40.60012808
NLD,17247.54608,7910.24979,64204.97933,35205.61182,22.46871758,26.86325264,21.7,19,5,https://www.cbd.int/doc/world/nl/nl-nr-05-en.pdf,17247.54608,7910.24979,22.46871843,26.86325308
NOR,90913.93374,99270.02608,926317.7348,325287.8156,30.5175972,9.814551353,17.2,3.1,6,https://chm.cbd.int/database/record/D874F120-974C-0CFE-32C4-6BCBE13146B5,90913.93374,99270.02608,30.51759743,9.814551781
NPL,0,34897.91838,0,147709.5419,23.62604141,0,23.39,0,6,https://chm.cbd.int/database/record/A6B3AF62-55F8-F0D0-7106-76D42630A951,0,34897.91838,23.62604199,0
NRU,0,0,310565.1256,22.786276,0,0,na,na,6,https://www.cbd.int/doc/nr/nr-06/nr-nr-06-en.pdf,0,0,0,0
NZL,1249398.557,90051.28776,4106953.859,269651.6705,33.39541245,30.42153931,36.73,7,5,https://www.cbd.int/doc/world/nz/nz-nr-05-en.pdf,1249398.557,90051.28776,33.39541253,30.42153868
OMN,1778.562285,11112.1178,538980.1915,310373.1429,3.580244541,0.329986572,na,na,5,https://www.cbd.int/doc/world/om/om-nr-05-en.pdf,1778.562285,11112.1178,3.580244636,0
PAK,1707.397433,98288.08094,222743.9199,798143.6542,12.31458569,0.766529322,12,0,5,https://www.cbd.int/doc/world/pk/pk-nr-05-en.pdf,1707.397433,98288.08094,12.31458528,0.76652931
PAN,89297.24329,23681.50495,332643.4965,75497.94621,31.3670845,26.84472847,31.8,13.5,6,https://chm.cbd.int/database/record/05B386D2-5BCD-A52D-6097-F853803CC619,89297.24329,23681.50495,31.36708499,26.84472843
PCN,845600.0863,43.04800534,839478.9503,45.589943,94.42434692,100,na,na,0,na,845600.0863,43.04800534,94.4243456,100
PER,66722.42449,292426.2019,838329.5928,1298537.038,22.51966667,7.958972931,17.3,0.3,6,https://chm.cbd.int/database/record/90F134F5-E726-C4E5-77FD-F2E103B0F872,66722.42449,292426.2019,22.51966584,7.958972827
PHL,32010.30437,47411.66133,1835028.192,298774.9046,15.86868954,1.744403958,12.8,na,PBSAP 2015-2028,https://www.cbd.int/doc/world/ph/ph-nbsap-v3-en.pdf,66591.94832,51650.29769,17.28736145,3.628933257
PLW,608173.277,221.3705441,608152.4889,501.101386,44.17679596,100.003418,na,na,0,https://www.cbd.int/doc/world/pw/pw-nr-05-en.pdf,608173.277,221.3705441,44.1767974,100.0034182
PNG,3343.51192,17247.55939,2407381.818,467405.9203,3.690060139,0.138885811,na,na,0,na,3343.51192,17247.55939,3.690060104,0.138885818
POL,7210.920433,123424.4463,31945.64308,311923.5191,39.56881714,22.57246971,19.6,24,6,https://chm.cbd.int/database/record/4ACD5165-ABFA-57D0-CAB0-4FC82FB386DD,7210.920433,123424.4463,39.56881696,22.57246917
PRI,3201.147734,666.8285988,176163.0606,9041.14294,7.375490189,1.817150354,na,na,0,na,3201.147734,666.8285988,7.375490059,1.817150385
PRK,25.61191087,2975.649808,115967.2688,122186.1412,2.435341597,0.022085465,7.2,na,5,https://www.cbd.int/doc/world/kp/kp-nr-05-en.pdf,25.61191087,2975.649808,2.435341504,0.022085465
PRT,291439.4792,21112.4062,1724156.15,92141.09473,22.9131279,16.90331078,22,na,5,https://www.cbd.int/doc/world/pt/pt-nr-05-pt.pdf,291439.4792,21112.4062,22.91312716,16.90331117
PRY,0,57473.37524,0,401498.4235,14.31472015,0,15,0,6,https://chm.cbd.int/database/record/4406F62E-6E7A-1826-E2B9-082208FCC685,0,57473.37524,14.31472003,0
PSE,0,516.7678626,0,6181.987004,8.359251976,0,9,0,5,https://www.cbd.int/doc/world/ps/ps-nr-05-en.pdf,0,516.7678626,8.359251843,0
PYF,2022.799517,76.59604422,4795468.095,3780.061341,2.026317596,0.042181481,na,na,0,na,2022.799517,76.59604422,2.026317494,0.042181482
QAT,733.1766709,1804.720707,31987.65323,11435.55274,15.7816658,2.292061567,na,na,0,https://www.cbd.int/doc/world/qa/qa-nr-05-ar.pdf,733.1766709,1804.720707,15.78166572,2.292061458
REU,41.97778641,1603.642474,316498.9308,2536.304619,63.22751999,0.013263169,na,na,0,na,41.97778641,1603.642474,63.22751856,0.013263168
ROU,6866.38857,58226.68094,29726.44952,237452.8706,24.5213623,23.09858322,33,na,5,https://www.cbd.int/doc/world/ro/ro-nr-05-en.pdf,6866.38857,58226.68094,24.52136324,23.09858285
RUS,172138.6874,1932706.725,7673314.113,16874835.52,11.4531889,2.243342161,11.8,na,5,https://www.cbd.int/doc/world/ru/ru-nr-05-ru.pdf,172138.6874,1932706.725,11.45318852,2.243342118
RWA,0,2317.479492,0,25452.13068,9.105247498,0,10.3,0,5,https://www.cbd.int/doc/world/rw/rw-nr-05-en.pdf,0,2317.479492,9.105247496,0
SAU,5495.452494,92063.63578,220338.2086,1934058.339,4.760127068,2.494098663,na,na,0,https://www.cbd.int/doc/world/sa/sa-nr-05-ar.pdf,5495.452494,92063.63578,4.760127134,2.494098744
SDN,10661.95346,42697.53551,66785.64454,1871251.813,2.281763315,15.96443939,5.8,10,6,https://chm.cbd.int/database/record/2748B1C1-31BC-F7AF-54E0-FC64E251AA3D,10661.95346,42697.53551,2.281763214,15.96443897
SEN,2933.364092,52240.39224,158426.4028,197923.9723,26.39417076,1.851562619,na,2.44,6,https://chm.cbd.int/database/record/58DAD993-C79B-6275-8330-99B6F44BA483,2933.364092,52240.39224,26.39417128,1.851562644
SGP,0.100552483,33.58543093,762.68502,604.646128,5.554559708,0.013184012,4.7,na,5,https://www.cbd.int/doc/world/sg/sg-nr-05-en.pdf,0.100552483,33.58543093,5.554559829,0.013184012
SGS,1233452.846,505.4304304,1445886.657,3971.692688,12.72581959,85.30771637,na,na,0,na,1233452.846,505.4304304,12.72581919,85.30771348
SHN,1590730.837,163.5577502,1647745.112,434.343214,37.65633774,96.53986359,na,na,0,na,1590730.837,163.5577502,37.65633834,96.53986077
SJM,80858.67554,2815.810734,1081582.098,61261.11552,4.59640789,7.475962639,na,na,0,na,80858.67554,2815.810734,4.596407869,7.475962823
SLB,1879.382668,585.03477,1609756.547,29191.64527,2.00411725,0.116749495,5,6,5,https://www.cbd.int/doc/world/sb/sb-nr-05-en.pdf,1879.382668,585.03477,2.004117152,0.116749497
SLE,2611.268531,9270.170679,160452.5672,72709.02892,12.74968338,1.627439499,4,na,5,https://www.cbd.int/doc/world/sl/sl-nr-05-en.pdf,2611.268531,9270.170679,12.74968297,1.627439545
SLV,666.2945199,1778.397392,94238.04744,20573.30437,8.644199371,0.707033455,na,na,0,na,666.2945199,1778.397392,8.6441991,0.707033452
SOM,0,0,784501.553,637991.5854,0,0,0.8,0,5,https://www.cbd.int/doc/world/so/so-nr-05-en.pdf,0,0,0,0
SPM,7.021858766,7.163126355,12367.3281,237.589267,3.014919996,0.056777492,na,na,0,na,7.021858766,7.163126355,3.014920011,0.056777492
SRB,0,7202.862846,0,88509.11514,8.137989998,0,6,na,5,https://www.cbd.int/doc/world/rs/rs-nr-05-en.pdf,0,7202.862846,8.137989895,0
SSD,0,98214.48596,0,633580.4791,15.50150108,0,13,0,5,https://www.cbd.int/doc/world/ss/ss-nr-05-en.pdf,0,98214.48596,15.50150126,0
STP,35.28022203,289.4169808,131709.1714,989.259888,29.25590897,0.026786458,30,na,5,https://www.cbd.int/doc/world/st/st-nr-05-fr.pdf,35.28022203,289.4169808,29.25590983,0.026786458
SUR,1980.928256,21425.69157,128362.9877,147558.4488,14.52013874,1.543223858,na,na,0,na,1980.928256,21425.69157,14.52013879,1.543223862
SVK,0,18395.33071,0,48941.21743,37.58658218,0,23.3,0,5,https://www.cbd.int/doc/world/sk/sk-nr-05-en.pdf,0,18395.33071,37.58658177,0
SVN,4.330344599,8212.530125,186.314047,20308.54692,40.43878555,2.324218035,13,0.4,5,https://www.cbd.int/doc/world/si/si-nr-05-en.pdf,4.330344599,8212.530125,40.43878746,2.32421799
SWE,24510.23543,69337.17029,154980.4918,449390.1761,15.4291687,15.81504536,14.5,10,6,https://chm.cbd.int/database/record/060FF276-745E-F718-DC53-A1A48915D17E,24510.23543,69337.17029,15.42916912,15.81504558
SWZ,0,738.2071097,0,17335.867,4.258264542,0,3.9,0,5,https://www.cbd.int/doc/world/sz/sz-nr-05-en.pdf,0,819.5494184,4.727478691,0
SXM,43.28255744,0.26502127,497.533856,36.455424,0.726973474,8.699419975,na,na,0,na,43.28255744,0.26502127,0.726973496,8.699419531
SYC,439996.7031,299.5233561,1340839.459,486.864575,61.52087784,32.8150177,46.6,0.03,5,https://www.cbd.int/doc/world/sc/sc-nr-05-en.pdf,439996.7031,299.5233561,61.52087694,32.81501749
SYR,25.20179399,1292.567557,10203.61673,188612.6151,0.685302794,0.246988833,na,na,0,na,25.20179399,1292.567557,0.685302813,0.246988834
TCA,149.8202841,451.7378477,154242.1775,1018.174578,44.36742401,0.097133152,na,na,0,na,149.8202841,451.7378477,44.36742553,0.097133149
TCD,0,267716.0991,0,1276585.969,20.97125435,0,12.3,na,5,https://www.cbd.int/doc/world/td/td-nr-05-fr.pdf,0,267716.0991,20.97125501,0
TGO,30.98741425,16080.73522,15520.93847,57480.648,27.97591209,0.199649096,na,na,0,https://chm.cbd.int/database/record/77EEB058-F6CE-9107-7EE8-1F96B95E6314,30.98741425,16080.73522,27.9759115,0.199649102
THA,13635.46246,96038.03363,306890.539,517786.6125,18.54780197,4.443102837,na,20,6,https://chm.cbd.int/database/record/46D5C83F-588E-181B-D5F7-80C3E0A7552E,13635.46246,96038.03363,18.54780161,4.443102907
TJK,0,31690.1072,0,142244.2178,22.27866173,0,na,0,0,na,0,31690.1072,22.27866109,0
TKL,9.51063377,0.998312754,321242.5226,15.181307,6.575933933,0.002960577,na,na,0,na,9.51063377,0.998312754,6.575934169,0.002960577
TKM,2331.770078,15336.26559,77885.16348,472137.5437,3.248262167,2.993856668,4,na,5,https://www.cbd.int/doc/world/tm/tm-nr-05-ru.pdf,2331.770078,15336.26559,3.248262248,2.993856563
TLS,582.9687076,2400.674939,42501.27223,15006.53549,15.99752903,1.371649981,na,na,0,na,582.9687076,2400.674939,15.99752948,1.371650017
TON,390.037037,96.49206766,668054.6083,766.502265,12.58862114,0.058384005,na,na,0,na,390.037037,96.49206766,12.58862133,0.058384005
TTO,37.07197731,1594.834874,75798.46305,5213.102096,30.59281921,0.048908614,32,0.1,5,https://chm.cbd.int/api/v2013/documents/C7EFE124-DEAA-B14C-3D98-D0B9E66D99DE/attachments/TT%20Fifth%20National%20Report%20to%20the%20CBD_FINAL.pdf,37.07197731,1594.834874,30.59281873,0.048908613
TUN,1042.360893,12286.01772,100660.5035,155230.8391,7.914675713,1.035521269,17,10,6,https://chm.cbd.int/database/record/5DAF5DAA-D4D2-F800-CA8C-9462C5D56858,1042.360893,12286.01772,7.914675845,1.03552124
TUR,4507.632814,54379.83515,255925.9584,782238.8742,6.95181942,1.761303425,na,na,5,https://www.cbd.int/doc/world/tr/tr-nr-05-en.pdf,4507.632814,54379.83515,6.951819572,1.761303481
TUV,213.8599925,5.532730804,731900.0274,41.785977,13.24063969,0.029219836,na,na,0,No information in 5th national report,213.8599925,5.532730804,13.24064004,0.029219837
TWN,3846.48539,7145.881111,342996.9472,36245.33119,19.71531487,1.121434331,na,na,0,na,3846.48539,7145.881111,19.71531471,1.121434293
TZA,7330.4453,363541.4568,243129.5958,947252.6908,38.37850952,3.015036106,54.6,6.5,6,https://chm.cbd.int/database/record/57914673-CF81-82CF-0808-C76D810BAB97,7330.4453,363541.4568,38.37850874,3.01503619
UGA,0,39053.54918,0,243144.8535,16.06184578,0,18,0,5,https://www.cbd.int/doc/world/ug/ug-nr-05-en.pdf,0,39053.54918,16.06184487,0
UKR,12461.99405,77621.33198,134873.1664,598828.7966,12.96219063,9.239787102,6.05,na,5,https://www.cbd.int/doc/world/ua/ua-nr-05-en.pdf,12461.99405,77621.33198,12.96219094,9.239787556
UMI,1275688.938,363.4979084,1964384.514,363.495,100.0008011,64.94089508,na,na,0,na,1275688.938,363.4979084,100.0008001,64.94089769
URY,978.8871812,6558.530917,130097.9744,178459.889,3.675072908,0.752423048,8.6,na,6,https://chm.cbd.int/database/record/50CCF748-F428-8010-744B-D5B1BD5F3A66,978.8871812,6558.530917,3.675072844,0.752423076
USA,1636523.094,1235483.577,8591493.148,9490391.294,13.01825714,19.04817963,0,0,0,na,1636523.094,1235483.577,13.0182575,19.04818017
UZB,0,25976.21787,0,450362.5106,5.767846584,0,5,0,5,https://www.cbd.int/doc/world/uz/uz-nr-05-en.pdf,0,25976.21787,5.767846404,0
VCT,80.35965055,91.8995044,36510.93366,409.906569,22.41962242,0.220097497,na,8.5,5,https://www.cbd.int/doc/world/vc/vc-nr-05-en.pdf,80.35965055,91.8995044,22.41962226,0.220097495
VEN,20594.69986,521789.519,473325.0963,917367.6523,56.8789978,4.351068497,na,na,5,https://www.cbd.int/doc/world/ve/ve-nr-05-es.pdf,20594.69986,521789.519,56.87899696,4.351068647
VGB,3.314328676,15.99553782,80529.47601,175.605042,9.10881424,0.004115671,na,na,na,na,3.314328676,15.99553782,9.108814663,0.004115671
VIR,307.0367587,53.96808454,36030.25521,375.62477,14.3675518,0.852163732,na,na,na,na,307.0367587,53.96808454,14.3675521,0.852163708
VNM,3630.264972,24994.31243,647232.2216,329880.371,7.576780796,0.560890615,7,na,5,https://www.cbd.int/doc/world/vn/vn-nr-05-en.pdf,3630.264972,24994.31243,7.576780747,0.560890643
VUT,47.50986738,528.2222293,622073.2227,12575.12729,4.20053196,0.007637343,na,na,na,na,47.50986738,528.2222293,4.200531868,0.007637343
WLF,0,0.301678746,259805.4408,180.605517,0.167037398,0,na,na,na,na,0,0.301678746,0.167037393,0
WSM,190.5377514,238.0233464,132305.5976,2893.945283,8.224873543,0.144013375,na,na,5,https://www.cbd.int/doc/world/ws/ws-nr-05-en.pdf,190.5377514,238.0233464,8.224873766,0.144013371
YEM,2562.368242,3519.593039,548013.9807,455938.919,0.771943986,0.467573524,na,na,5,https://www.cbd.int/doc/world/ye/ye-nr-05-en.pdf,2562.368242,3519.593039,0.77194398,0.467573517
ZAF,239049.9093,113397.7807,1542559.897,1224384.577,9.261614799,15.49696159,12.96,10,6,https://chm.cbd.int/database/record/33303CBE-1BB9-9034-35F8-283CC0A1D63F,239622.5034,198318.0867,16.1973689,15.53408097
ZMB,0,311772.6865,0,755640.3907,41.25939941,0,37.8,0,6,https://chm.cbd.int/database/record/AB99C119-FDF3-C589-9CBB-B0B2C39A58C8,0,311772.6865,41.25939936,0
ZWE,0,106837.8044,0,392573.2003,27.21474648,0,28,0,5,https://www.cbd.int/doc/world/zw/zw-nr-05-en.pdf,0,106837.8044,27.2147473,0
